6 13 16 24 25 28 36 37 40 41 43 46 48 49 51 53 55 57 60 61 63
1 8 18 24 26 28 33 37 39 42 43 46 48 49 51 53 55 57 60 61 63
2 9 15 24 25 28 30 37 39 42 43 46 47 49 52 53 55 57 59 62 64
1 10 15 23 25 27 36 37 39 42 43 46 48 49 51 53 55 57 60 61 63
6 10 16 23 25 27 30 37 40 41 43 46 48 49 51 53 55 57 60 61 64
6 8 15 24 26 28 33 37 40 41 43 46 47 49 52 53 55 57 60 61 64
6 9 16 23 25 27 29 37 40 41 44 45 47 49 51 54 55 57 59 62 64
3 13 17 24 25 28 31 38 39 41 44 45 47 49 52 53 55 57 60 61 63
2 9 16 24 25 28 34 38 39 41 43 46 48 49 51 53 55 57 60 61 64
2 8 16 23 25 27 29 37 39 42 43 46 48 49 51 53 55 57 60 61 64
3 13 16 23 25 27 29 38 39 41 43 46 48 49 51 53 55 57 59 62 63
6 9 16 24 25 28 30 37 40 41 43 46 47 49 51 53 55 58 59 62 64
1 8 16 24 25 28 29 37 39 42 43 46 48 49 51 53 55 57 60 61 64
6 10 18 24 25 27 31 37 40 41 43 46 47 49 52 53 55 57 60 61 64
6 11 18 24 25 28 31 37 40 41 44 45 47 49 52 53 55 57 59 62 64
6 11 16 23 25 27 30 37 40 41 43 46 47 49 51 54 55 57 60 61 64
2 8 15 24 25 28 32 38 39 41 43 46 47 49 51 53 55 58 60 61 64
2 10 15 24 25 28 32 38 39 41 43 46 47 49 52 53 55 57 60 61 64
2 9 16 24 25 28 33 37 39 42 43 46 48 49 51 53 55 57 60 61 63
2 9 16 24 25 28 30 38 39 41 43 46 48 49 51 53 55 57 60 61 64
6 8 15 23 25 27 29 37 40 41 43 46 47 49 52 53 55 57 59 62 64
2 8 16 23 25 27 29 38 39 41 43 46 47 49 52 53 55 57 59 62 64
1 9 16 24 25 28 30 37 39 42 43 46 48 49 51 53 55 57 60 61 63
2 10 16 24 25 28 29 37 39 42 43 46 47 49 51 53 55 58 60 61 64
1 8 16 24 25 28 29 37 39 42 43 46 48 49 51 53 55 57 60 61 64
2 9 15 23 25 27 30 38 39 41 43 46 48 49 51 53 55 57 59 62 64
6 13 18 23 25 27 31 37 40 41 43 46 48 49 51 53 55 57 60 61 63
1 9 16 24 25 28 30 37 39 42 43 46 48 49 51 53 55 57 60 61 64
6 8 15 23 25 27 30 37 40 41 43 46 47 49 52 53 55 57 60 61 64
2 12 16 24 26 28 30 38 39 41 43 46 48 49 51 53 55 57 60 61 63
3 13 18 24 25 28 31 38 39 41 43 46 48 49 51 53 55 57 59 62 63
2 10 16 23 25 27 29 38 39 41 43 46 47 49 51 54 55 57 60 61 64
6 13 16 24 25 28 36 37 40 41 43 46 48 49 51 53 55 57 60 61 63
4 13 16 24 25 28 30 38 39 41 43 46 48 49 51 53 55 57 59 62 63
6 9 15 23 25 27 30 37 40 41 43 46 47 49 52 53 55 57 59 62 64
1 9 17 23 25 27 29 37 39 42 44 45 47 49 51 54 55 57 60 61 64
2 11 16 24 25 28 30 38 39 41 43 46 48 49 51 53 55 57 60 61 63
6 9 18 23 25 27 30 38 39 41 44 45 48 49 51 53 55 57 60 61 64
6 9 16 23 25 27 29 37 40 41 44 45 48 49 51 53 55 57 60 61 64
4 13 16 23 25 27 34 38 39 41 43 46 47 49 52 53 55 57 60 61 63
7 11 16 24 25 28 29 37 40 41 43 46 48 49 51 53 55 57 60 61 64
4 8 16 23 25 27 30 38 39 41 44 45 48 49 51 53 55 57 60 61 64
1 8 15 23 25 27 29 37 39 42 43 46 47 49 52 53 55 57 59 62 64
2 8 16 24 26 27 29 38 39 41 43 46 48 49 51 53 55 57 59 62 64
4 8 16 24 25 28 30 38 39 41 44 45 48 49 51 53 55 57 60 61 64
2 8 16 23 25 27 33 38 39 41 43 46 48 49 51 53 55 57 60 61 64
2 9 17 24 25 28 30 38 39 41 43 46 47 49 52 53 55 57 59 62 64
2 10 19 24 25 28 30 38 39 41 44 45 47 49 52 53 55 57 60 61 64
1 9 18 24 26 28 32 37 39 42 43 46 47 49 52 53 55 57 60 61 64
6 12 19 24 25 28 33 37 40 41 43 46 47 49 52 53 55 57 60 61 64
1 8 15 24 25 28 31 37 39 42 43 46 47 49 52 53 55 57 59 62 64
6 10 16 23 25 27 29 37 40 41 44 45 48 49 51 53 55 57 59 62 64
1 8 16 24 25 28 29 37 39 42 43 46 47 49 52 53 55 57 60 61 64
6 9 16 23 25 27 29 37 40 41 43 46 47 49 51 53 55 58 60 61 64
2 9 17 23 25 27 29 37 39 42 44 45 47 49 51 54 55 57 59 62 64
1 10 16 24 26 28 32 37 39 42 43 46 48 49 51 53 55 57 60 61 63
6 9 16 23 25 27 34 37 40 41 43 46 47 49 51 54 55 57 60 61 64
4 8 16 23 25 27 30 38 39 41 44 45 48 49 51 53 55 57 59 62 64
2 11 15 24 26 27 29 38 39 41 43 46 47 49 51 53 56 57 60 61 63
6 12 16 24 25 28 31 37 40 41 43 46 48 49 51 53 55 57 60 61 64
4 8 16 23 25 27 29 38 39 41 43 46 47 49 51 54 55 57 60 61 64
2 12 18 24 25 28 32 38 39 41 43 46 48 49 51 53 55 57 60 61 63
3 8 16 23 25 27 30 38 39 41 43 46 47 49 51 54 55 57 59 62 64
3 9 18 24 25 27 31 38 39 41 43 46 48 49 51 53 55 57 60 61 64
